Thumb,Index,Middle,Ring,Pinky,Meaning
83.0,0.0,0.0,0.0,90.0,Uzafir
83.0,0.0,0.0,0.0,90.0,Uzafir
84.0,0.0,0.0,0.0,90.0,Uzafir
84.0,0.0,0.0,0.0,90.0,Uzafir
84.0,0.0,0.0,0.0,90.0,Uzafir
83.0,0.0,0.0,0.0,90.0,Uzafir
66.0,0.0,0.0,0.0,90.0,Uzafir
50.0,0.0,0.0,0.0,90.0,Uzafir
66.0,0.0,0.0,0.0,90.0,Uzafir
69.0,0.0,0.0,0.0,90.0,Uzafir
85.0,0.0,0.0,0.0,90.0,Uzafir
87.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
90.0,0.0,0.0,0.0,90.0,Uzafir
